ID,Display name,Ox,Oy
46683,3,540000.3,167404.1
46573,3,542802.2,170919.3
46529,3,545446.6,164443.6
46444,3,544253.5,172283.7
46389,3,547015.9,166814.6
45901,3,537579.5,168541.9
45701,3,539743.5,166687.0
45674,3,538847.2,165357.9
45636,3,538568.4,170063.3
45281,3,541765.7,168324.5
45246,3,539381.1,165091.2
45076,3,547592.4,168172.6
45037,3,541143.9,171387.8
44971,3,547093.3,169455.9
44779,3,543155.2,170925.0
44734,3,545099.4,164621.0
44682,3,539739.7,167423.5
44644,3,536520.3,167517.4
44593,3,536509.7,169515.2
44165,3,539166.4,165868.9
43748,3,542714.9,170943.5
43662,3,545027.6,164334.2
43397,3,536193.0,168552.1
43393,3,535228.4,169069.2
43345,3,542275.2,170287.9
43259,3,538552.4,166453.7
43252,3,542630.9,171793.8
43248,3,540458.6,171200.7
43211,3,535149.4,168903.0
43189,3,538446.0,166604.3
43138,3,536976.1,168055.8
42798,3,535412.0,170916.7
42788,3,541521.1,159434.9
42745,3,538124.4,165846.4
42670,3,538683.2,166661.0
42669,3,538629.5,166668.5
42409,3,539034.2,166394.7
42307,3,541416.3,164617.7
42150,3,543678.0,164737.0
42066,3,542902.4,167595.7
42032,3,544957.1,164276.8
41920,3,541490.7,158485.5
41876,3,544938.9,164984.6
41820,3,540366.3,165951.9
41745,3,543804.4,171187.3
41680,3,537543.0,170941.9
41549,3,539090.5,168669.3
41440,3,537211.5,167948.3
41343,3,546340.3,164874.0
41034,3,545778.6,166668.5
41022,3,542186.2,168627.2
40903,3,547775.1,165945.0
40759,3,536278.7,167785.4
40757,3,536677.2,167393.4
40501,3,545317.5,168424.9
40488,3,547789.5,165544.3
40448,3,537782.5,164857.0
40365,3,542889.0,168186.9
40190,3,546206.8,165267.6
40186,3,545047.6,165311.7
40128,3,545308.8,167824.2
40015,3,538187.7,166259.9
39967,3,545280.7,167821.3
39930,3,539938.0,166756.1
39853,3,537133.5,169114.5
39611,3,547178.7,166932.9
39357,3,537761.3,169381.4
39253,3,545947.9,168496.7
39225,3,539387.8,168685.3
39151,3,547578.7,165439.2
39084,3,547307.9,164770.2
39042,3,539299.4,167795.0
38995,3,538788.6,166146.8
38959,3,542526.1,172003.0
38884,3,546001.6,169754.7
38873,3,546987.0,169565.5
38590,3,539730.6,164796.6
38547,3,542231.2,167941.8
38517,3,543089.4,171356.1
38448,3,543067.9,171262.4
38280,3,540224.9,168071.7
38152,3,537750.6,169415.5
38149,3,536536.8,168539.0
38022,3,539270.1,170309.3
37996,3,545416.1,166880.9
37969,3,536631.0,169095.7
37734,3,535810.3,170661.6
37567,3,540096.9,166923.7
37416,3,542006.7,172659.3
37399,3,538007.1,165694.5
37369,3,547398.8,168171.7
37317,3,539327.0,164573.1
37147,3,545579.4,166401.0
37104,3,544469.7,167106.5
37019,3,533978.0,170539.1
36995,3,535633.4,169109.4
36651,3,542689.8,170890.0
36569,3,535155.6,169169.1
36496,3,546918.5,169778.4
36419,3,543564.6,167154.7
36219,3,545671.1,166712.8
36040,3,536088.0,169361.3
36002,3,540264.2,166935.2
35804,3,537773.1,165852.3
35799,3,538930.9,167254.1
35790,3,536940.2,168304.3
35525,3,541799.0,159182.8
35494,3,539710.0,164670.8
35443,3,538802.7,166401.6
35126,3,536448.5,169362.4
35117,3,541091.8,171416.9
35109,3,536882.7,168490.9
34845,3,540723.2,169360.9
34799,3,547093.1,169441.5
34760,3,542059.2,172584.2
34543,3,537621.3,166271.5
34440,3,546337.6,164321.8
34381,3,537365.3,168984.4
34334,3,536747.8,168432.7
34235,3,545975.6,167940.3
34156,3,540356.4,167320.8
34149,3,542444.1,165910.6
33791,3,543393.8,167243.5
33671,3,544442.1,166265.7
33565,3,543876.1,167532.4
33220,3,539042.8,167706.5
32979,3,539895.1,166179.5
32939,3,545599.0,166498.5
32713,3,535162.0,169810.3
32617,3,545799.3,166702.7
32554,3,536477.1,168398.4
32428,3,536997.6,168784.7
32383,3,535316.2,170472.7
32338,3,543148.5,170916.7
32221,3,536952.6,167888.1
32097,3,544733.1,166012.8
32083,3,545128.2,166156.0
32075,3,543675.5,170923.4
32069,3,542572.5,170993.9
32056,3,543372.6,171526.7
32040,3,539189.9,170267.4
31967,3,539252.6,166538.5
31822,3,542110.9,167824.7
31543,3,542682.2,167519.7
31408,3,535445.8,171035.9
31374,3,543055.6,171455.6
31361,3,540434.1,171342.1
31259,3,545147.5,165020.4
30856,3,539256.8,168866.7
30840,3,538391.9,168692.6
30833,3,538321.5,168800.4
30784,3,542363.8,168038.2
30718,3,545762.6,163778.6
30710,3,537940.8,165080.8
30679,3,546023.0,165746.5
30486,3,538125.8,168953.4
30041,3,544318.2,167295.9
30034,3,542238.1,165176.8
30022,3,539292.2,166928.4
29731,3,539070.2,166985.4
29703,3,547102.3,167012.2
29694,3,546836.7,166957.5
29330,3,547690.6,165793.6
28801,3,540963.5,170367.9
28725,3,536523.6,167390.3
28666,3,542593.6,167705.0
28664,3,542623.2,167618.6
28585,3,538624.0,167578.1
28515,3,537901.2,165804.8
28237,3,539236.8,167616.6
28202,3,535109.9,169085.5
28180,3,536857.2,168246.7
28145,3,536650.1,167784.2
28101,3,536296.6,168601.4
28098,3,539404.0,166317.3
28036,3,536485.7,169023.5
27961,3,547889.6,165433.1
27768,3,537240.0,169000.3
27706,3,536314.2,167705.6
27704,3,536659.2,167664.2
27689,3,546366.6,169848.3
27649,3,538490.5,165804.9
27648,3,538517.9,165802.6
27582,3,538994.0,167760.3
27510,3,540703.3,169354.6
27491,3,538842.9,166120.0
27452,3,536710.0,168673.6
27335,3,541421.0,169243.3
27261,3,536493.2,168509.2
27129,3,543511.5,167265.5
26927,3,544165.6,165859.8
26841,3,540050.1,167384.3
26586,3,541908.4,168950.7
26581,3,538326.8,167876.4
26554,3,541417.4,164543.5
26449,3,545858.3,166019.9
26353,3,538038.0,166077.8
26274,3,539716.3,164726.7
26207,3,536452.7,167796.9
26196,3,539270.2,167637.0
25820,3,544709.2,165408.7
25620,3,542093.5,165157.7
25224,3,536457.6,169689.1
25177,3,541534.0,158364.0
25032,3,536456.4,168959.8
24986,3,543962.6,166905.5
24909,3,536812.9,168743.6
24817,3,536465.1,169692.7
24802,3,536267.7,169147.3
24665,3,536895.9,168526.0
24370,3,541634.6,168508.2
24329,3,545729.3,165731.9
24228,3,541286.3,168275.5
24094,3,541193.6,169337.8
23752,3,538726.0,166472.0
23424,3,537060.0,168012.0
23240,3,536835.0,168849.9
23224,3,535840.3,168691.9
23148,3,547261.6,167335.2
23060,3,546448.3,165727.5
23044,3,545361.6,165422.1
23014,3,546578.5,169141.7
22963,3,537644.9,165813.7
22902,3,535780.9,168734.3
22889,3,538954.7,167549.4
22746,3,541963.2,167680.5
22599,3,536985.2,168671.6
22504,3,540184.1,167650.9
22177,3,538026.7,165834.8
22117,3,542598.5,167686.5
21844,3,539634.1,168538.1
21716,3,539271.5,168320.5
21475,3,547213.8,165875.9
21318,3,537155.9,169472.9
21284,3,539055.2,168640.7
21186,3,538516.5,168832.6
20965,3,537675.9,165733.9
20879,3,536948.6,168664.0
20839,3,543931.3,167289.3
20803,3,536297.1,167585.8
20452,3,538902.7,168086.7
20419,3,546432.7,163880.1
20417,3,547083.4,164705.2
20314,3,537298.9,167412.1
19851,3,537376.9,171157.8
19657,3,539626.7,168543.7
19626,3,542112.2,168414.3
19488,3,543583.8,167200.8
19474,3,537169.3,168384.0
19455,3,538453.3,168880.8
19398,3,543023.2,168590.7
19290,3,539800.8,168485.1
19162,3,536237.5,169448.7
19065,3,538825.6,166125.4
19022,3,535065.3,169578.4
18995,3,537079.2,167532.6
18977,3,536818.5,168280.2
18869,3,544364.9,166125.4
18841,3,542336.7,165590.6
18794,3,539779.4,168523.4
18790,3,535789.7,169214.1
18638,3,537786.4,165421.7
18554,3,539378.5,168691.1
18538,3,542176.3,167865.7
18530,3,541050.4,168396.9
18510,3,542224.6,165193.5
17831,3,542280.1,167932.1
58876,2,542238.6,166513.9
57757,2,541173.0,164975.8
57618,2,546719.0,166825.6
57313,2,540461.0,169262.7
56032,2,541143.1,164699.6
54629,2,540143.9,169126.6
54549,2,540941.3,164988.9
54545,2,540692.1,165294.0
53977,2,540749.0,165187.6
53727,2,546657.7,166517.6
53330,2,537463.4,169695.7
52618,2,537181.9,168925.1
52553,2,535137.1,169618.9
52273,2,539981.6,168665.1
48995,2,535079.2,170140.0
48416,2,547359.4,169324.7
47899,2,546214.3,165677.3
47111,2,546745.1,165480.2
45878,2,547356.1,164731.7
45414,2,534816.3,169236.8
44166,2,539365.7,168802.8
42873,2,534701.6,169911.2
40870,2,540422.2,166141.3
40712,2,541600.1,169009.8
40331,2,536825.0,168602.2
39214,2,540282.7,168629.6
38781,2,541586.7,159360.0
37963,2,538478.4,169160.1
37023,2,541581.0,159345.3
36800,2,540006.1,167875.9
36312,2,541176.8,171551.6
34722,2,546669.5,168959.7
32934,2,545404.0,166505.4
31559,2,535479.1,169545.1
31245,2,546669.7,168893.8
30727,2,544124.1,164313.6
30009,2,538198.8,165668.4
29298,2,545620.8,166913.7
26264,2,539601.9,164734.4
26053,2,547557.7,166762.1
25501,2,546646.0,166259.6
25500,2,546590.1,166362.7
25107,2,542876.6,168520.0
25016,2,537900.8,166056.0
23884,2,543402.7,167477.9
23642,2,536797.9,168529.2
22648,2,536916.2,168809.9
21276,2,538381.9,168692.3
21203,2,538468.9,169171.6
21106,2,546662.1,168908.6
20025,2,537311.8,169162.0
19507,2,546779.5,166868.3
19027,2,536777.1,168495.6
65344,10,536230.8,170488.2
64291,10,537672.7,168705.6
62366,10,547044.8,167545.3
60553,10,534596.6,169542.6
60226,10,544366.3,166365.1
59043,10,547183.4,168092.5
57044,10,536401.9,170666.2
56921,10,546787.9,167260.2
55240,10,542331.5,165256.3
55226,10,546075.7,169213.5
44104,10,542331.7,172313.4
63940,1,535246.2,169620.6
58167,1,537063.3,169017.1
